Категория;Наименование товара;Стоимость, руб
Томат;Томат Штамбовый Крупноплодный/Сем Алт/цп 0,05 гр.;39
Томат;Томат Шурочка/Сем Алт/цп 0,05 гр. НОВИНКА!;66
Томат;Томат Яблонька России/Сем Алт/цп 0,1 гр.;30
Томат;Томат Яблочный/Сем Алт/цп 0,05 гр.;28
Томат;Томат Ямал/Сем Алт/цп 0,05 гр.;36
Томат;Томат Янтарный Мед/Сем Алт/цп 0,05 гр.;38
Томат;Томат Янтарный Мед/Сем Алт/цп 0,1 гр.;32
Тыква;Тыква Важная Госпожа/Сем Алт/цп 1 гр.;45
Тыква;Тыква Волжская Серая 92/Сем Алт/цп 2 гр.;35
Тыква;Тыква Грибовская Зимняя/Сем Алт/цп 2 гр.;34
Тыква;Тыква Дама в Шляпе/Сем Алт/цп 1 гр.;45
Тыква;Тыква Жемчужина Мускатная/Сем Алт/цп 2 гр.;38
Тыква;Тыква Зимняя сладкая/Сем Алт/цп 2 гр.;33
Тыква;Тыква Карета для Золушки/Сем Алт/цп 2 гр.;38
Тыква;Тыква китайская Фонарик/Сем Алт/цп 1 гр. АЗИАТСКИЙ ОГОРОД!;48
Тыква;Тыква Кладовая Здоровья/Сем Алт/цп 1 гр. СЕРИЯ ЧЕМПИОНЫ ПОЛЬЗЫ!;56
Тыква;Тыква Крошка/Сем Алт/цп 2 гр.;35
Тыква;Тыква Лакомый Кусочек/Сем Алт/цп 1 гр.;34
Тыква;Тыква Лечебная/Сем Алт/цп 2 гр.;33
Тыква;Тыква Мама не Горюй/Сем Алт/цп 1 гр.;48
Тыква;Тыква Медовая Каша/Сем Алт/цп 2 гр.;36
Тыква;Тыква Мраморная/Сем Алт/цп 2 гр.;38
Тыква;Тыква Мулен Руж/Сем Алт/цп 1 гр.;39
Тыква;Тыква мускатная Витаминная/Сем Алт/цп 2 гр.;35
Тыква;Тыква Пампушка/Сем Алт/цп 2 гр.;32
Тыква;Тыква Розовый Банан/Сем Алт/цп 1 гр. НОВИНКА!;54
Тыква;Тыква Россиянка/Сем Алт/цп 2 гр.;34
Тыква;Тыква Сибирский Гигант/Сем Алт/цп 2 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;39
Тыква;Тыква Стофунтовая/Сем Алт/цп 2 гр.;38
Тыква;Тыква Тортилла/Сем Алт/цп 1 гр. НОВИНКА!;55
Тыква;Тыква Улыбка/Сем Алт/цп 2 гр.;38
Фасоль;Фасоль Ассоль/Сем Алт/цп 5 гр.;38
Фасоль;Фасоль Бриллиант/Сем Алт/цп 5 гр.;39
Фасоль;Фасоль День и ночь/Сем Алт/цп 5 гр. НОВИНКА!;42
Фасоль;Фасоль Журавушка/Сем Алт/цп 5 гр.;39
Фасоль;Фасоль Капучино/Сем Алт/цп 5 гр. НОВИНКА!;39
Фасоль;Фасоль Красная Шапочка/Сем Алт/цп 5 гр.;39
Фасоль;Фасоль Курочка Ряба/Сем Алт/цп 5 гр.;39
Фасоль;Фасоль Лима/Сем Алт/цп 5 гр.;39
Фасоль;Фасоль Лобио/Сем Алт/цп 5 гр.;36
Фасоль;Фасоль Пеппи Длинный Чулок/Сем Алт/цп 5 гр.;36
Фасоль;Фасоль Пинто/Сем Алт/цп 5 гр. НОВИНКА!;39
Фасоль;Фасоль Рубин/Сем Алт/цп 5 гр.;38
Фасоль;Фасоль Эксалто/Сем Алт/цп 5 гр.;39
Экзотика;Экзотика Бамия (Окра) Дамские Пальчики/Сем Алт/цп 1 гр.;38
Экзотика;Экзотика Кивано Зеленый дракон/Сем Алт/цп 5 шт. АЗИАТСКИЙ ОГОРОД!;64
Экзотика;Экзотика Момордика Найя/Сем Алт/цп 4 шт. АЗИАТСКИЙ ОГОРОД!;66
Экзотика;Экзотика Момордика Экзотическая смесь/Сем Алт/цп 4 шт. АЗИАТСКИЙ ОГОРОД!;73
Экзотика;Экзотика Пепино (Дынная Груша)/Сем Алт/цп 5 шт.;165
Экзотика;Экзотика Тортарелло Абруззе (Армянский Огурец)/Сем Алт/цп 0,3 гр.;38
Экзотика;Экзотика Тортарелло Бареззе (Армянский Огурец)/Сем Алт/цп 0,3 гр.;38
Ягода;Физалис Мармелад/Сем Алт/цп 0,2 гр. НОВИНКА!;36
Ягода;Физалис Медовая Сливка/Сем Алт/цп 0,2 гр. НОВИНКА!;36
Ягода;Ягода Ежевика Блэк Мама крупноплодная/Сем Алт/цп 0,03 гр. НОВИНКА;48
Ягода;Ягода Земляника Александрия ремонтантная/Сем Алт/цп 0,03 гр.;39
Ягода;Ягода Земляника Али-Баба ремонтантная/Сем Алт/цп 0,03 гр.;42
Ягода;Ягода Земляника Барон Солемахер ремонтантная/Сем Алт/цп 0,03 гр.;46
Ягода;Ягода Земляника Желтое чудо ремонтантная/Сем Алт/цп 0,1 гр.;44
Ягода;Ягода Земляника Крем-брюле желтая ремонтантная/Сем Алт/цп 0,03 гр. НОВИНКА;39
Ягода;Ягода Земляника Мигнонетт ремонтантная/Сем Алт/цп 5 шт. НОВИНКА;45
Ягода;Ягода Земляника Монако ремонтантная крупноплодная/Сем Алт/цп 0,01 гр. НОВИНКА;60
Ягода;Ягода Земляника Полянка ремонтантная/Сем Алт/цп 0,02 гр. НОВИНКА;39
Ягода;Ягода Земляника Регина ремонтантная/Сем Алт/цп 0,03 гр.;48
Ягода;Ягода Земляника Рюген ремонтантная/Сем Алт/цп 0,03 гр. НОВИНКА;52
Ягода;Ягода Земляника Фреска ремонтантная/Сем Алт/цп 5 шт. НОВИНКА;118
Ягода;Ягода Малина Барнаулка красная/Сем Алт/цп 0,03 гр. НОВИНКА;48
Ягода;Ягода Малина Чарыш желтая/Сем Алт/цп 0,03 гр. НОВИНКА;48
"Серия ""Сибирский гигант""";Горох Сибирский Гигант/Сем Алт/цп 10 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;55
"Серия ""Сибирский гигант""";Дайкон Сибирский Гигант/Сем Алт/цп 1 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;40
"Серия ""Сибирский гигант""";Лук Порей Сибирский Гигант/Сем Алт/цп 1 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;49
"Серия ""Сибирский гигант""";Лук Сибирский Гигант/Сем Алт/цп 0,2 гр. НОВИНКА! СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;57
"Серия ""Сибирский гигант""";Огурец Сибирский Гигант F1/Сем Алт/цп 10 шт. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;58
"Серия ""Сибирский гигант""";Перец Сибирский Богатырь/Сем Алт/цп 0,1 гр. СЕРИЯ ЧЕМПИОНЫ ПОЛЬЗЫ!;59
"Серия ""Сибирский гигант""";Перец Сибирский Гигант F1/Сем Алт/цп 5 шт.;152
"Серия ""Сибирский гигант""";Редис Сибирский Гигант/Сем Алт/цп 2 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;38
"Серия ""Сибирский гигант""";Томат Сибирский Гигант Желтый/Сем Алт/цп 0,05 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;58
"Серия ""Сибирский гигант""";Томат Сибирский Гигант Розовый/Сем Алт/цп 0,05 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;52
"Серия ""Сибирский гигант""";Томат Сибирский Здоровяк/Сем Алт/цп 0,05 гр. СЕРИЯ ЧЕМПИОНЫ ПОЛЬЗЫ!;55
"Серия ""Сибирский гигант""";Тыква Сибирский Гигант/Сем Алт/цп 2 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;39
"Серия ""Урожай на окне""";Зелень Базилик Зеленый Ароматный/Сем Алт/цп 0,3 гр. УРОЖАЙ НА ОКНЕ!;37
"Серия ""Урожай на окне""";Зелень Базилик Мини/Сем Алт/цп 0,2 гр. УРОЖАЙ НА ОКНЕ!;39
"Серия ""Урожай на окне""";Зелень Базилик Ред Рубин/Сем Алт/цп 0,3 гр. УРОЖАЙ НА ОКНЕ!;37
"Серия ""Урожай на окне""";Зелень Кориандр Янтарь/Сем Алт/цп 2 гр. УРОЖАЙ НА ОКНЕ! !;32
"Серия ""Урожай на окне""";Зелень Шпинат Зимний Гигант/Сем Алт/цп 1 гр. УРОЖАЙ НА ОКНЕ!;32
"Серия ""Урожай на окне""";Лук на Зелень/Сем Алт/цп 0,5 гр. УРОЖАЙ НА ОКНЕ;38
"Серия ""Урожай на окне""";Томат Золотце/Сем Алт/цп 0,05 гр. УРОЖАЙ НА ОКНЕ!;42
"Серия ""Урожай на окне""";Томат Комнатный Сибиряк/Сем Алт/цп 0,05 гр. УРОЖАЙ НА ОКНЕ!;42
"Серия ""Аптекарский огород""";Зелень Алтей Лекарственный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;30
"Серия ""Аптекарский огород""";Зелень Валериана Кардиола лекарственная/Сем Алт/цп 0,1 гр.  АПТЕКАРСКИЙ ОГОРОД!;45
"Серия ""Аптекарский огород""";Зелень Девясил Много Сил/Сем Алт/цп 0,05 гр. АПТЕКАРСКИЙ ОГОРОД!;38
"Серия ""Аптекарский огород""";Зелень Душица Обыкновенная/Сем Алт/цп 0,05 гр. АПТЕКАРСКИЙ ОГОРОД!;38
"Серия ""Аптекарский огород""";Зелень Зверобой Оптимист/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;38
"Серия ""Аптекарский огород""";Зелень Змееголовник Горыныч/Сем Алт/цп 0,3 гр. АПТЕКАРСКИЙ ОГОРОД!;38
"Серия ""Аптекарский огород""";Зелень Иссоп Знахарь лекарственный/Сем Алт/цп 0,2 гр. АПТЕКАРСКИЙ ОГОРОД!;36
"Серия ""Аптекарский огород""";Зелень Лофант Анисовый/Сем Алт/цп 0,05 гр. АПТЕКАРСКИЙ ОГОРОД!;34
"Серия ""Аптекарский огород""";Зелень Мелисса Лимонный Аромат/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;30
"Серия ""Аптекарский огород""";Зелень Мелисса Свежесть лекарственная/Сем Алт/цп 0,1 гр.;38
"Серия ""Аптекарский огород""";Зелень Мята Перечная Пепперминт/Сем Алт/цп 0,05 гр.АПТЕКАРСКИЙ ОГОРОД!;42
"Серия ""Аптекарский огород""";Зелень Мята Спирминт/Сем Алт/цп 0,05  гр.;44
"Серия ""Аптекарский огород""";Зелень Пажитник сенной Шамбала/Сем Алт/цп 1 гр. АПТЕКАРСКИЙ ОГОРОД!;38
"Серия ""Аптекарский огород""";Зелень Пустырник Сердечный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;38
"Серия ""Аптекарский огород""";Зелень Расторопша пятнистая Здравница/Сем Алт/цп 1 гр. АПТЕКАРСКИЙ ОГОРОД!;35
"Серия ""Аптекарский огород""";Зелень Репешок обыкновенный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;34
"Серия ""Аптекарский огород""";Зелень Ромашка Аптечная Айболит/Сем Алт/цп 0,2 гр. АПТЕКАРСКИЙ ОГОРОД!;32
"Серия ""Аптекарский огород""";Зелень Рута Кружевница/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;32
"Серия ""Аптекарский огород""";Зелень Стевия Медовая Трава/Сем Алт/цп 5 шт. АПТЕКАРСКИЙ ОГОРОД!;75
"Серия ""Аптекарский огород""";Зелень Тимьян Медок/Сем Алт/цп 0,2 гр. АПТЕКАРСКИЙ ОГОРОД!;42
"Серия ""Аптекарский огород""";Зелень Чернокорень Лекарственный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;38
