Категория;Наименование товара;Стоимость, руб
Арбуз;Арбуз Алый Сахар/Сем Алт/цп 1 гр.;41.4
Арбуз;Арбуз Астраханский/Сем Алт/цп 1 гр.;35.5
Арбуз;Арбуз АУ Продюсер ПВП/Сем Алт/цп 1 гр.;37.8
Арбуз;Арбуз Большой Сахарный/Сем Алт/цп 1 гр.;42.4
Арбуз;Арбуз Желтый Император/Сем Алт/цп 0,5 гр. АЗИАТСКИЙ ОГОРОД;73.3
Арбуз;Арбуз Желтый Император/Сем Алт/цп 1 гр. АЗИАТСКИЙ ОГОРОД;62.8
Арбуз;Арбуз Зелибоба/Сем Алт/цп 0,5 гр.;62.8
Арбуз;Арбуз Кримсон Свит/Сем Алт/цп 0,5 гр.;32.3
Арбуз;Арбуз Малиновый Сладкий/Сем Алт/цп 1 гр.;39.1
Арбуз;Арбуз Мелитопольский/Сем Алт/цп 0,5 гр.;25.0
Арбуз;Арбуз Ница/Сем Алт/цп 0,5 гр.;32.3
Арбуз;Арбуз Огонек/Сем Алт/цп 1 гр.;37.6
Арбуз;Арбуз Пекинский Нектар/Сем Алт/цп 0,5 гр. АЗИАТСКИЙ ОГОРОД;46.0
Арбуз;Арбуз Пекинский Нектар/Сем Алт/цп 1 гр. АЗИАТСКИЙ ОГОРОД;31.3
Арбуз;Арбуз Ранний Кубани/Сем Алт/цп 1 гр.;39.1
Арбуз;Арбуз Сахарная Вата/Сем Алт/цп 1 гр.;55.2
Арбуз;Арбуз Сахарный Малыш (Шуга Бейби)/Сем Алт/цп 1 гр.;39.7
Арбуз;Арбуз Сибирская Роза/Сем Алт/цп 1 гр.;35.5
Арбуз;Арбуз Сибирские Огни/Сем Алт/цп 1 гр.;34.4
Арбуз;Арбуз Сибирский Мед/Сем Алт/цп 1 гр.;43.7
Арбуз;Арбуз Ультраранний/Сем Алт/цп 1 гр.;50.2
Арбуз;Арбуз Фотон/Сем Алт/цп 1 гр.;33.4
Арбуз;Арбуз Холодок/Сем Алт/цп 1 гр.;39.7
Арбуз;Арбуз Чарльстон Грей/Сем Алт/цп 0,5 гр.;41.4
Арбуз;Арбуз Чарльстон Грей/Сем Алт/цп 1 гр.;48.1
Арбуз;Арбуз Медовый Император/Сем Алт/цп 1 гр. АЗИАТСКИЙ ОГОРОД;31.3
Арбуз;Арбуз Рахат-Лукум/Сем Алт/цп 1 гр.;28.7
Арбуз;Арбуз Шанхайский Медовый/Сем Алт/цп 1 гр. АЗИАТСКИЙ ОГОРОД;31.3
Баклажан;Баклажан Алексеевский/Сем Алт/цп 0,1 гр.;69.1
Баклажан;Баклажан Аленка/Сем Алт/цп 10 шт.;51.7
Баклажан;Баклажан Алмаз/Сем Алт/цп 0,2 гр.;36.8
Баклажан;Баклажан Брюнет/Сем Алт/цп 0,2 гр.;37.6
Баклажан;Баклажан Бычье Сердце/Сем Алт/цп 0,2 гр.;39.7
Баклажан;Баклажан Вера/Сем Алт/цп 0,3 гр.;35.5
Баклажан;Баклажан Икра Заморская/Сем Алт/цп 0,2 гр.;37.6
Баклажан;Баклажан Лебединый/Сем Алт/цп 0,1 гр.;62.8
Баклажан;Баклажан Лебединый/Сем Алт/цп 0,2 гр.;36.5
Баклажан;Баклажан Матроскин/Сем Алт/цп 0,2 гр.;41.4
Баклажан;Баклажан Северный Блюз F1/Сем Алт/цп 10 шт.;73.3
Баклажан;Баклажан Улыбка Негра/Сем Алт/цп 0,1 гр.;73.3
Баклажан;Баклажан Улыбка Негра/Сем Алт/цп 0,2 гр.;81.3
Баклажан;Баклажан Универсал-6/Сем Алт/цп 0,3 гр.;31.3
Баклажан;Баклажан Фиолетовый Длинный/Сем Алт/цп 0,2 гр.;37.6
Баклажан;Баклажан Фиолетовый Длинный/Сем Алт/цп 0,3 гр.;39.1
Баклажан;Баклажан Фрегат/Сем Алт/цп 0,2 гр.;34.4
Баклажан;Баклажан Черный Красавец/Сем Алт/цп 0,3 гр.;39.7
Баклажан;Баклажан Черный Опал/Сем Алт/цп 0,2 гр.;39.1
Баклажан;Баклажан Шаровидный/Сем Алт/цп 0,2 гр.;39.7
Баклажан;Баклажан Шаровидный/Сем Алт/цп 0,3 гр.;37.6
Баклажан;Баклажан Эпик F1/Сем Алт/цп 10 шт. ГОЛЛАНДСКИЕ СЕМЕНА;136.3
Баклажан;Баклажан Эфиоп/Сем Алт/цп 0,2 гр.;39.1
Баклажан;Баклажан Алексеевский/Сем Алт/цп 0,2 гр.;74.3
Баклажан;Баклажан Алмаз/Сем Алт/цп 0,3 гр.;35.5
Баклажан;Баклажан Чисанчи/Сем Алт/цп 0,2 гр. АЗИАТСКИЙ ОГОРОД;41.4
Брюква;Брюква Баварская/Сем Алт/цп 1 гр.;37.6
Горох;Бобы Белорусские/Сем Алт/цп 5 гр.;41.8
Горох;Бобы Русские Черные/Сем Алт/цп 5 гр.;39.8
Горох;Горох Адагумский/Сем Алт/цп 10 гр.;37.6
Горох;Горох Алтайский Изумруд/Сем Алт/цп 10 гр.;37.6
Горох;Горох Альфа/Сем Алт/цп 10 гр.;35.5
Горох;Горох Амброзия/Сем Алт/цп 10 гр.;37.6
Горох;Горох Беркут/Сем Алт/цп 10 гр.;37.6
Горох;Горох Воронежский зеленый/Сем Алт/цп 10 гр.;37.6
Горох;Горох Глориоза/Сем Алт/цп 10 гр.;37.6
Горох;Горох Жегалова 112 Сахарный/Сем Алт/цп 10 гр.;33.4
Горох;Горох Кельведонское Чудо/Сем Алт/цп 10 гр.;39.7
Горох;Горох Комнатный/Сем Алт/цп 10 гр. УРОЖАЙ НА ОКНЕ;52.3
Горох;Горох Метеор/Сем Алт/цп 10 гр.;39.7
Горох;Горох Норд-Вест/Сем Алт/цп 10 гр.;39.7
Горох;Горох Орегон Шуга (Сахарный)/Сем Алт/цп 10 гр.;41.8
Горох;Горох Первенец Сахарный/Сем Алт/цп 10 гр.;39.7
Горох;Горох Сахарная Вкусняшка/Сем Алт/цп 10 гр.;41.4
Горох;Горох Сахарная Конфета/Сем Алт/цп 10 гр.;41.4
Горох;Горох Сахарный Стручок/Сем Алт/цп 10 гр.;41.4
Горох;Горох Сибирский Гигант/Сем Алт/цп 10 гр. СИБИРСКИЕ ГИГАНТЫ;61.7
Горох;Горох Сладкая Парочка/Сем Алт/цп 10 гр.;41.4
Горох;Горох Сладкий Боб/Сем Алт/цп 10 гр.;41.4
Горох;Горох Спринтер/Сем Алт/цп 10 гр.;39.7
Горох;Горох Фуга/Сем Алт/цп 10 гр.;37.6
Горох;Горох Хавский Жемчуг/Сем Алт/цп 10 гр.;35.5
Горох;Горох Шесть недель/Сем Алт/цп 10 гр.;39.1
Горох;Чечевица Зеленая/Сем Алт/цп 5 гр.;41.8
Горох;Чечевица Коричневая/Сем Алт/цп 5 гр.;41.8
Горох;Горох Безлисточковый/Сем Алт/цп 10 гр.;31.3
Дайкон;Дайкон Дубинушка/Сем Алт/цп 1 гр.;35.5
Дайкон;Дайкон Дядя Степа/Сем Алт/цп 1 гр.;35.5
Дайкон;Дайкон Зуб Акулы/Сем Алт/цп 1 гр.;37.6
Дайкон;Дайкон Миноваси/Сем Алт/цп 1 гр.;31.3
Дайкон;Дайкон Миясиге/Сем Алт/цп 1 гр. АЗИАТСКИЙ ОГОРОД;34.4
Дайкон;Дайкон Самурай/Сем Алт/цп 1 гр. АЗИАТСКИЙ ОГОРОД;36.8
Дайкон;Дайкон Саша/Сем Алт/цп 1 гр.;37.6
Дайкон;Дайкон Сибирский Гигант/Сем Алт/цп 1 гр. СИБИРСКИЕ ГИГАНТЫ;46.0
Дайкон;Дайкон Цезарь/Сем Алт/цп 1 гр.;35.5
Дыня;Дыня Алтайская/Сем Алт/цп 0,5 гр.;34.4
Дыня;Дыня Ананас/Сем Алт/цп 0,5 гр.;43.9
Дыня;Дыня Ананас/Сем Алт/цп 1 гр.;55.2
Дыня;Дыня Восточная Красавица/Сем Алт/цп 0,5 гр.;48.1
Дыня;Дыня Восточная Красавица/Сем Алт/цп 1 гр.;57.5
Дыня;Дыня Золотистая/Сем Алт/цп 0,5 гр.;29.2
Дыня;Дыня Казачка 244/Сем Алт/цп 1 гр.;41.4
Дыня;Дыня Колхозница/Сем Алт/цп 1 гр.;37.6
Дыня;Дыня Крем-Брюле/Сем Алт/цп 1 гр.;46.0
Дыня;Дыня Медовая/Сем Алт/цп 0,5 гр.;48.1
Дыня;Дыня Медовый Месяц/Сем Алт/цп 0,5 гр.;43.7
Дыня;Дыня Сладкая Неженка/Сем Алт/цп 1 гр.;41.8
Дыня;Дыня Таманская (Ранняя 133)/Сем Алт/цп 1 гр.;39.7
Дыня;Дыня Шаранте/Сем Алт/цп 1 гр.;41.8
Дыня;Дыня Эфиопка/Сем Алт/цп 1 гр.;43.9
Зелень;Алтей Лекарственный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;36.8
Зелень;Анис/Сем Алт/цп 0,5 гр.;33.4
Зелень;Артишок Красавец/Сем Алт/цп 0,5 гр.;48.1
Зелень;Артишок Римский/Сем Алт/цп 0.5 гр.;67.0
Зелень;Базилик Арарат (Фиолетовый)/Сем Алт/цп 0,3 гр.;37.6
Зелень;Базилик Ароматная смесь/Сем Алт/цп 0,1 гр.;39.1
Зелень;Базилик Бархат/Сем Алт/цп 0,3 гр.;35.5
Зелень;Базилик Восточная Сказка/Сем Алт/цп 0,3 гр.;39.1
Зелень;Базилик Греческий/Сем Алт/цп 0,2 гр.;44.9
Зелень;Базилик Гурман/Сем Алт/цп 0,3 гр.;35.5
Зелень;Базилик Зеленый Ароматный/Сем Алт/цп 0,3 гр.;34.4
Зелень;Базилик Зеленый Ароматный/Сем Алт/цп 0,3 гр. УРОЖАЙ НА ОКНЕ;37.6
Зелень;Базилик Лимонный Аромат/Сем Алт/цп 0,3 гр.;37.6
Зелень;Базилик Мини/Сем Алт/цп 0,2 гр. УРОЖАЙ НА ОКНЕ;44.9
Зелень;Базилик Ред Рубин/Сем Алт/цп 0,3 гр.;37.6
Зелень;Базилик Ред Рубин/Сем Алт/цп 0,3 гр. УРОЖАЙ НА ОКНЕ;37.6
Зелень;Базилик Фиолетовый /Сем Алт/цп 0,3 гр.;37.6
Зелень;Базилик Фиолетовый Джигит/Сем Алт/цп 0,3 гр.;39.1
Зелень;Базилик Широколистный/Сем Алт/цп 0,3 гр.;39.1
Зелень;Валериана Кардиола лекарственная/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;46.0
Зелень;Горчица Красный Гигант/Сем Алт/цп 0,5 гр.;36.8
Зелень;Горчица Листовая Волнушка/Сем Алт/цп 0,5 гр.;31.3
Зелень;Горчица Листовая/Сем Алт/цп 0,5 гр.;34.4
Зелень;Горчица Ядреная/Сем Алт/цп 0,5 гр.;35.5
Зелень;Девясил Много Сил/Сем Алт/цп 0,05 гр. АПТЕКАРСКИЙ ОГОРОД;44.9
Зелень;Душица Обыкновенная/Сем Алт/цп 0,05 гр. АПТЕКАРСКИЙ ОГОРОД;41.8
Зелень;Зверобой Оптимист/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;44.9
Зелень;Зеленые Витамины для Грызунов/Сем Алт/цп 10 гр.;29.2
Зелень;Зеленые Витамины для любимых Кошек/Сем Алт/цп 10 гр.;34.4
Зелень;Зеленые Витамины для Пернатых/Сем Алт/цп 10 гр.;31.3
Зелень;Змееголовник Горыныч/Сем Алт/цп 0,3 гр. АПТЕКАРСКИЙ ОГОРОД;35.5
Зелень;Иссоп Знахарь лекарственный/Сем Алт/цп 0,2 гр. АПТЕКАРСКИЙ ОГОРОД;41.4
Зелень;Катран (Хрен) Аккорд/Сем Алт/цп 0,3 гр.;39.8
Зелень;Катран (Хрен) Хренодер/Сем Алт/цп 0,3 гр.;33.4
Зелень;Кервель Ажурный/Сем Алт/цп 0,5 гр.;32.1
Зелень;Кориандр Бородинский/Сем Алт/цп 2 гр.;34.4
Зелень;Кориандр Летний Аромат/Сем Алт/цп 2 гр.;35.5
Зелень;Кориандр Янтарь/Сем Алт/цп 2 гр.;32.3
Зелень;Кориандр Янтарь/Сем Алт/цп 2 гр. УРОЖАЙ НА ОКНЕ;32.3
Зелень;Корн Салат Витаминные Листочки/Сем Алт/цп 0,5 гр.;36.8
Зелень;Корн Салат Кладезь Здоровья/Сем Алт/цп 0,5 гр.;36.8
Зелень;Кресс-Салат Ажур/Сем Алт/цп 1 гр.;35.5
Зелень;Кресс-Салат Забава/Сем Алт/цп 1 гр.;35.5
Зелень;Кумин (Зира) Восточная Долина/Сем Алт/цп 1 гр.;44.9
Зелень;Лаванда Нежность/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;41.8
Зелень;Лофант Анисовый/Сем Алт/цп 0,05 гр. АПТЕКАРСКИЙ ОГОРОД;35.5
Зелень;Любисток Удалец/Сем Алт/цп 0,2 гр.;52.3
Зелень;Майоран Байкал/Сем Алт/цп 0,2 гр.;39.1
Зелень;Махорка Русская/Сем Алт/цп 0,01 гр.;34.4
Зелень;Мелисса Лимонный Аромат/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;34.4
Зелень;Мелисса Свежесть лекарственная/Сем Алт/цп 0,1 гр.;35.5
Зелень;Микрозелень Базилик Ароматный микс/Сем Алт/цп 1 гр.;57.5
Зелень;Микрозелень Горох/Сем Алт/цп 10 гр.;31.3
Зелень;Микрозелень Горчица/Сем Алт/цп 5 гр.;35.5
Зелень;Микрозелень Кресс-Салат Весенний/Сем Алт/цп 1 гр.;36.8
Зелень;Микрозелень Кукуруза сахарная/Сем Алт/цп 5 гр.;35.5
Зелень;Микрозелень Подсолнечник/Сем Алт/цп 10 гр.;35.5
Зелень;Мята Перечная Пепперминт/Сем Алт/цп 0,05 гр. АПТЕКАРСКИЙ ОГОРОД;48.1
Зелень;Мята Спирминт/Сем Алт/цп 0,05  гр.;52.3
Зелень;Огуречная Трава Гном/Сем Алт/цп 0,5 гр.;37.6
Зелень;Орегано Греческий/Сем Алт/цп 0,05 гр.;55.4
Зелень;Пажитник сенной Шамбала/Сем Алт/цп 1 гр.  АПТЕКАРСКИЙ ОГОРОД;39.1
Зелень;Пастернак Кулинар/Сем Алт/цп 1 гр.;36.8
Зелень;Петрушка Корневая сахарная/Сем Алт/цп 2 гр.;37.0
Зелень;Петрушка Листовая Богатырь/Сем Алт/цп 2 гр.;37.6
Зелень;Петрушка Листовая Итальянский Гигант/Сем Алт/цп 2 гр;37.6
Зелень;Петрушка Листовая Леди Лета/Сем Алт/цп 2 гр.;36.8
Зелень;Петрушка Листовая Обыкновенная/Сем Алт/цп 2 гр;36.8
Зелень;Петрушка Листовая Универсал/Сем Алт/цп 2 гр.;37.6
Зелень;Портулак Восточная Закуска огородный/Сем Алт/цп 0,1 гр.;34.4
Зелень;Пустырник Сердечный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;39.7
Зелень;Расторопша пятнистая Здравница/Сем Алт/цп 1 гр. АПТЕКАРСКИЙ ОГОРОД;33.4
Зелень;Ревень Алтайские Зори/Сем Алт/цп 0,1 гр.;37.6
Зелень;Репешок обыкновенный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;35.5
Зелень;Розмарин Ароматный/Сем Алт/цп 0,03 гр.;77.1
Зелень;Ромашка Аптечная Айболит/Сем Алт/цп 0,2 гр. АПТЕКАРСКИЙ ОГОРОД;39.7
Зелень;Рукола (Индау) Гурман/Сем Алт/цп 0,3 гр.;36.8
Зелень;Рукола (Индау) Итальяно/Сем Алт/цп 0,3 гр.;36.8
Зелень;Рукола (Индау) Сицилия/Сем Алт/цп 0,3 гр.;36.8
Зелень;Рукола (Индау) Сицилия/Сем Алт/цп 1 гр.;37.6
Зелень;Рута Кружевница/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;35.5
Зелень;Салат Азарт/Сем Алт/цп 0,5 гр.;34.4
Зелень;Салат Айсберг/Сем Алт/цп 0,5 гр.;39.1
Зелень;Салат Аттракцион/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Берлинский желтый/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Великие Озера-659/Сем Алт/цп 0,5 гр.;41.0
Зелень;Салат Витаминный/Сем Алт/цп 0,5 гр.;34.4
Зелень;Салат Зайка-Зазнайка/Сем Алт/цп 0,5 гр.;39.1
Зелень;Салат Иван да Марья смесь/Сем Алт/цп 0,5 гр.;39.1
Зелень;Салат Изумрудное Кружево/Сем Алт/цп 0,5 гр.;43.9
Зелень;Салат Король Рынка/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Кудрявый Мальчонка/Сем Алт/цп 0,5 гр.;39.1
Зелень;Салат Кучерявец Одесский/Сем Алт/цп 0,5 гр.;34.4
Зелень;Салат Лолло Бионда/Сем Алт/цп 0,5 гр.;39.1
Зелень;Салат Лолло Росса/Сем Алт/цп 0,5 гр.;39.1
Зелень;Салат Майский Король/Сем Алт/цп 0,5 гр.;33.4
Зелень;Салат Молодо-Зелено/Сем Алт/цп 0,5 гр.;39.1
Зелень;Салат Московский Парниковый/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Парижский Флирт/Сем Алт/цп 0,5 гр.;35.5
Зелень;Салат Пармезан/Сем Алт/цп 0,01 гр.;153.1
Зелень;Салат Пекин/Сем Алт/цп 0,5 гр. АЗИАТСКИЙ ОГОРОД;35.5
Зелень;Салат Светофор Смесь/Сем Алт/цп 0,5 гр.;39.1
Зелень;Салат Спаржевый Уйсун/Сем Алт/цп 0,5 гр. АЗИАТСКИЙ ОГОРОД;39.1
Зелень;Салат Фриллис F1/Сем Алт/цп 0,01 гр. ГОЛЛАНДСКИЕ СЕМЕНА;153.1
Зелень;Салат Цикорий Витаминный Коктейль/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Цикорий Витлуф/Сем Алт/цп 0,5 гр.;33.4
Зелень;Салат Цикорий каталонский Кружевные Узоры/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Цикорий кочанный Диетический/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Цикорий листовой Сахарные Листочки/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Чудо 4 сезонов/Сем Алт/цп 0,5 гр.;36.8
Зелень;Салат Эндивий Кладезь Витаминов/Сем Алт/цп 0,5 гр.;33.4
Зелень;Салат Эндивий Рецепт Здоровья/Сем Алт/цп 0,5 гр.;33.4
Зелень;Салат Эндивий Целебный Букет/Сем Алт/цп 0,5 гр.;33.4
Зелень;Сельдерей Корневой Пражский Гигант/Сем Алт/цп 0,5 гр.;39.1
Зелень;Сельдерей Корневой Райское Яблочко/Сем Алт/цп 0,5 гр.;26.1
Зелень;Сельдерей Корневой Яблочный/Сем Алт/цп 0,5 гр.;26.1
Зелень;Сельдерей Листовой Бодрость/Сем Алт/цп 0,5 гр.;36.8
Зелень;Сельдерей Черешковый Парус/Сем Алт/цп 0,5 гр.;39.7
Зелень;Спаржа Аржентельская/Сем Алт/цп 0,5 гр.;63.0
Зелень;Стевия Медовая Трава/Сем Алт/цп 5 шт. АПТЕКАРСКИЙ ОГОРОД;58.4
Зелень;Табак Берлей Краснодарский/Сем Алт/цп 0,01 гр.;37.6
Зелень;Табак Вирджиния 202 курительный/Сем Алт/цп 0,01 гр.;37.6
Зелень;Тимьян Медок/Сем Алт/цп 0,2 гр. АПТЕКАРСКИЙ ОГОРОД;58.4
Зелень;Тмин Аппетитный/Сем Алт/цп 0,5 гр.;39.1
Зелень;Тысячелистник Волшебный Лекарь/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;33.4
Зелень;Укроп Аллигатор/Сем Алт/цп 2 гр.;38.6
Зелень;Укроп Вологодские кружева/Сем Алт/цп 2 гр.;36.8
Зелень;Укроп Грибовский/Сем Алт/цп 2 гр.;34.4
Зелень;Укроп Дондигидон/Сем Алт/цп 2 гр.;39.1
Зелень;Укроп Карлик/Сем Алт/цп 2 гр.;36.8
Зелень;Укроп Кибрай/Сем Алт/цп 2 гр.;36.5
Зелень;Укроп Кустистый/Сем Алт/цп 2 гр.;36.8
Зелень;Укроп Лесногородский/Сем Алт/цп 2 гр.;34.4
Зелень;Укроп Мамонт/Сем Алт/цп 2 гр.;36.8
Зелень;Укроп На Пучок/Сем Алт/цп 2 гр.;39.1
Зелень;Укроп Обильнолистный/Сем Алт/цп 2 гр.;34.4
Зелень;Укроп Супердукат ОЕ/Сем Алт/цп 2 гр.;34.4
Зелень;Укроп Узоры/Сем Алт/цп 2 гр.;34.4
Зелень;Фенхель Удалец/Сем Алт/цп 0,5 гр.;31.3
Зелень;Чабер Ароматный/Сем Алт/цп 0,2 гр.;36.8
Зелень;Чернокорень Лекарственный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД;41.4
Зелень;Шалфей Мускатный/Сем Алт/цп 0,1 гр.;36.8
Зелень;Шпинат Витаминный Король/Сем Алт/цп 1 гр.;34.4
Зелень;Шпинат Жирнолистный/Сем Алт/цп 1 гр.;33.4
Зелень;Шпинат Зимний Гигант/Сем Алт/цп 1 гр.;29.2
Зелень;Шпинат Зимний Гигант/Сем Алт/цп 1 гр. УРОЖАЙ НА ОКНЕ;32.1
Зелень;Шпинат Матадор/Сем Алт/цп 1 гр.;33.4
Зелень;Шпинат Новозеландский/Сем Алт/цп 1 гр.;40.7
Зелень;Щавель Бабушкины Щи/Сем Алт/цп 0,5 гр.;36.8
Зелень;Щавель Бельвильский/Сем Алт/цп 0,5 гр.;34.4
Зелень;Щавель Кроваво-Красный/Сем Алт/цп 0,05 гр.;39.1
Зелень;Щавель Крупнолистный/Сем Алт/цп 0,5 гр.;34.4
Зелень;Щавель Широколистный/Сем Алт/цп 0,5 гр.;34.4
Зелень;Эстрагон Тархун/Сем Алт/цп 0,05 гр.;36.8
Кабачок;Кабачок 13 Стульев/Сем Алт/цп 2 гр.;42.4
Кабачок;Кабачок Ананасный/Сем Алт/цп 2 гр.;41.4
Кабачок;Кабачок Аппетитный Горшочек/Сем Алт/цп 1 гр.;50.6
Кабачок;Кабачок Аэронавт цуккини/Сем Алт/цп 2 гр.;36.8
Кабачок;Кабачок Бабье Счастье/Сем Алт/цп 2 гр.;42.4
Кабачок;Кабачок Бананы на Грядке F1/Сем Алт/цп 1 гр.;62.2
Кабачок;Кабачок Белоплодные/Сем Алт/цп 2 гр.;31.3
Кабачок;Кабачок Белуха/Сем Алт/цп 2 гр.;34.5
Кабачок;Кабачок Важный Господин/Сем Алт/цп 2 гр.;41.4
Кабачок;Кабачок Грибовские 37/Сем Алт/цп 2 гр.;34.4
Кабачок;Кабачок Гуси-Лебеди/Сем Алт/цп 1 гр.;62.8
Кабачок;Кабачок Джеймс Бонд/Сем Алт/цп 2 гр.;41.4
Кабачок;Кабачок Для Гриля/Сем Алт/цп 2 гр.;42.4
Кабачок;Кабачок Желтоплодный цуккини/Сем Алт/цп 2 гр.;39.7
Кабачок;Кабачок Зебра/Сем Алт/цп 2 гр.;36.8
Кабачок;Кабачок Золотинка цуккини/Сем Алт/цп 2 гр.;41.4
Кабачок;Кабачок Искандер F1/Сем Алт/цп 5 шт. ГОЛЛАНДСКИЕ СЕМЕНА;178.3
Кабачок;Кабачок Крокодил Гена/Сем Алт/цп 2 гр.;41.4
Кабачок;Кабачок Лимонадный Джо/Сем Алт/цп 2 гр.;37.6
Кабачок;Кабачок Негритенок цуккини/Сем Алт/цп 2 гр.;43.7
Кабачок;Кабачок Ролик/Сем Алт/цп 2 гр.;31.3
Кабачок;Кабачок С Кулачок/Сем Алт/цп 1 гр.;50.6
Кабачок;Кабачок Скворушка цуккини/Сем Алт/цп 2 гр.;39.7
Кабачок;Кабачок Спагетти Равиоло/Сем Алт/цп 1 гр.;34.4
Кабачок;Кабачок Сударь/Сем Алт/цп 2 гр.;31.3
Кабачок;Кабачок Усатый Полосатый/Сем Алт/цп 2 гр.;37.6
Кабачок;Кабачок Фараон/Сем Алт/цп 2 гр.;36.8
Кабачок;Кабачок Фаршировочный/Сем Алт/цп 2 гр.;37.6
Кабачок;Кабачок Цукеша цукини/Сем Алт/цп 2 гр.;36.8
Кабачок;Кабачок Черный Красавец цуккини/Сем Алт/цп 2 гр.;41.4
Кабачок;Кабачок Якорь/Сем Алт/цп 2 гр.;39.1
Капуста;Капуста Амагер 611/Сем Алт/цп 0,3 гр.;33.4
Капуста;Капуста Антикиллер/Сем Алт/цп 0,3 гр.;64.5
Капуста;Капуста Атрия F1/Сем Алт/цп 10 шт. ГОЛЛАНДСКИЕ СЕМЕНА;98.5
Капуста;Капуста Атрия F1/Сем Алт/цп 12 шт. ГОЛЛАНДСКИЕ СЕМЕНА;93.5
Капуста;Капуста Белорусская 455/Сем Алт/цп 0,5 гр.;35.5
Капуста;Капуста Белтис F1/Сем Алт/цп 15 шт. ГОЛЛАНДСКИЕ СЕМЕНА;95.8
Капуста;Капуста Брокколи Абсент F1/Сем Алт/цп 10 шт.;103.3
Капуста;Капуста Брокколи Калабрезе/Сем Алт/цп 0,5 гр.;39.1
Капуста;Капуста Брокколи Лорд F1/Сем Алт/цп 10 шт. ГОЛЛАНДСКИЕ СЕМЕНА;123.9
Капуста;Капуста Брокколи Мультивитамин/Сем Алт/цп 0,3 гр. ЧЕМПИОНЫ ПОЛЬЗЫ;56.7
Капуста;Капуста Брокколи Тонус/Сем Алт/цп 0,3 гр.;34.4
Капуста;Капуста Брокколи Цезарь/Сем Алт/цп 0,3 гр.;33.4
Капуста;Капуста Брюссельская Лонг Айленд/Сем Алт/цп 0,5 гр.;35.5
Капуста;Капуста Брюссельская Рубиновые Бусы/Сем Алт/цп 0,1 гр.;39.7
Капуста;Капуста Брюссельская Сандра/Сем Алт/цп  0,5 гр.;39.1
Капуста;Капуста Брюссельская Сапфир/Сем Алт/цп 0,1 гр.;34.4
Капуста;Капуста Валентина F1/Сем Алт/цп 0,1 гр.;80.6
Капуста;Капуста Вестри F1/Сем Алт/цп 15 шт. ГОЛЛАНДСКИЕ СЕМЕНА;115.3
Капуста;Капуста Вьюга/Сем Алт/цп 0,3 гр.;35.5
Капуста;Капуста Вьюга/Сем Алт/цп 0,5 гр.;39.1
Капуста;Капуста Грин Флэш F1/Сем Алт/цп 10 шт. ГОЛЛАНДСКИЕ СЕМЕНА;113.2
Капуста;Капуста Грин Флэш F1/Сем Алт/цп 15 шт. ГОЛЛАНДСКИЕ СЕМЕНА;94.3
Капуста;Капуста Доминанта F1/Сем Алт/цп 0,1 гр.;67.0
Капуста;Капуста Зимовка 1474/Сем Алт/цп 0,5 гр.;34.4
Капуста;Капуста Золотой Гектар 1432/Сем Алт/цп 0,3 гр.;32.1
Капуста;Капуста Июньская/Сем Алт/цп 0,5 гр.;34.4
Капуста;Капуста Казачок F1/Сем Алт/цп 0,1 гр.;43.9
Капуста;Капуста Каменная Голова/Сем Алт/цп 0,3 гр.;39.1
Капуста;Капуста Китайская Пак Чой/Сем Алт/цп 0,3 гр. АЗИАТСКИЙ ОГОРОД;35.5
Капуста;Капуста Китайская Ши Хо/Сем Алт/цп 0,3 гр.АЗИАТСКИЙ ОГОРОД;33.4
Капуста;Капуста Колобок F1/Сем Алт/цп 0,1 гр.;49.6
Капуста;Капуста Кольраби Венская Белая 1350/Сем Алт/цп 0,3 гр.;35.5
Капуста;Капуста Кольраби Виолетта/Сем Алт/цп 0,3 гр.;33.4
Капуста;Капуста Кольраби Гигант/Сем Алт/цп 0,3 гр.;35.5
Капуста;Капуста Коля F1/Сем Алт/цп 10 шт. ГОЛЛАНДСКИЕ СЕМЕНА;110.0
